producto,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Santa Ana Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,1.0,0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callia (mejoramos precio),0,0,0,0,0,0,0,3.0,3.0,2.0,2.0,2.0,0,0,2.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,6.0,6.0,3.0,3.0,4.0,0,0,0,0,0,0,11.0,7.0,4.0,5.0,12.0,4.0,5.0,5.0,0,0,1.0,4.0,11.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,0,0,1.0,0,4.0,7.0,1.0,4.0,5.0,7.0,0,5.0,2.0,6.0,6.0,7.0,13.0,6.0,11.0,20.0,1.0,0
Calvet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
Ventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carcassone tto,0,0,0,0,0,0,0,0,5.0,3.0,2.0,2.0,10.0,8.0,6.0,5.0,3.0,6.0,21.0,16.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.0,3.0,5.0,2.0,7.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,0,4.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castel,0,0,0,0,0,0,0,0,0,0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colon Clasico Tinto,0,0,0,0,0,0,0,17.0,12.0,9.0,12.0,3.0,2.0,3.0,7.0,8.0,15.0,11.0,12.0,11.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,9.0,5.0,7.0,9.0,4.0,5.0,4.0,11.0,9.0,10.0,31.0,35.0,12.0,5.0,15.0,12.0,43.0,56.0,31.0,29.0,38.0,45.0,38.0,51.0,45.0,30.0,38.0,30.0,34.0,65.0,76.0,77.0,51.0,79.0,47.0,77.0,60.0,57.0,54.0,63.0,39.0,59.0,53.0,38.0,45.0,39.0,34.0,35.0,20.0,10.0,36.0,50.0,31.0,37.0,26.0,23.0,24.0,14.0,5.0,0
Colon Cabernet,0,0,0,0,0,0,0,3.0,4.0,4.0,1.0,3.0,7.0,6.0,5.0,10.0,9.0,11.0,9.0,9.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,2.0,11.0,5.0,4.0,4.0,4.0,5.0,6.0,7.0,5.0,8.0,4.0,1.0,16.0,9.0,7.0,6.0,4.0,3.0,14.0,5.0,4.0,4.0,7.0,9.0,15.0,11.0,8.0,8.0,4.0,7.0,15.0,5.0,2.0,15.0,8.0,11.0,11.0,7.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,12.0,12.0,11.0,4.0,7.0,7.0,7.0,8.0,4.0,6.0,12.0,1.0,0
Colon Merlot,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,4.0,3.0,4.0,2.0,0,0,2.0,2.0,1.0,2.0,2.0,3.0,8.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,4.0,0,0,4.0,3.0,0,2.0,1.0,0,0,0,0,0,1.0,4.0,1.0,0,0,0,1.0,1.0,0,3.0,3.0,2.0,0,1.0,7.0,4.0,0,0,0,0,0
Colon Clasico Blanco,0,0,0,0,0,0,0,4.0,2.0,4.0,0,4.0,2.0,0,7.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,1.0,4.0,4.0,0,2.0,3.0,1.0,1.0,5.0,4.0,7.0,5.0,1.0,3.0,10.0,6.0,9.0,5.0,16.0,9.0,9.0,12.0,8.0,13.0,8.0,0,4.0,8.0,13.0,25.0,13.0,22.0,28.0,48.0,43.0,30.0,31.0,27.0,30.0,36.0,28.0,30.0,24.0,24.0,36.0,33.0,15.0,1.0,15.0,32.0,28.0,7.0,7.0,9.0,7.0,4.0,0,0
Concha y Toro TRIVENTO reserbado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putruele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruz del sur magnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,11.0,5.0,4.0,6.0,2.0,2.0,0
Estancia Mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10.0,16.0,8.0,12.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.0,26.0,27.0,12.0,49.0,24.0,37.0,66.0,71.0,59.0,47.0,45.0,22.0,31.0,24.0,4.0,14.0,29.0,27.0,34.0,23.0,37.0,37.0,36.0,46.0,29.0,18.0,14.0,39.0,37.0,30.0,24.0,33.0,36.0,30.0,18.0,38.0,42.0,17.0,23.0,16.0,25.0,48.0,28.0,25.0,32.0,42.0,33.0,19.0,40.0,44.0,30.0,45.0,35.0,59.0,43.0,69.0,61.0,52.0,65.0,5.0,0
Vieja Mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,1.0,0,2.0,0,1.0,0,0,0,0,1.0,3.0,6.0,9.0,6.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giol bco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giol tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Supremo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,18.0,11.0,12.0,8.0,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0
Graffigna,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerez Florio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0
Latitud 33,0,0,0,0,0,0,0,4.0,5.0,0,0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,8.0,5.0,2.0,3.0,8.0,3.0,10.0,4.0,4.0,4.0,6.0,3.0,5.0,5.0,0,6.0,6.0,4.0,7.0,4.0,8.0,6.0,4.0,0,4.0,4.0,6.0,13.0,8.0,9.0,4.0,3.0,1.0,4.0,4.0,1.0,9.0,5.0,3.0,4.0,0,0,5.0,2.0,1.0,2.0,0,2.0,5.0,6.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,0
La Quebrada tinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavaque tinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Arboles tto 3/4,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,1.0,2.0,1.0,0,2.0,3.0,1.0,0,0,0,0,0,0,0,1.0,4.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,7.0,7.0,7.0,5.0,4.0,7.0,2.0,9.0,15.0,11.0,6.0,1.0,4.0,1.0,0
Los Quiroga,0,0,0,0,0,0,0,6.0,3.0,7.0,15.0,13.0,10.0,7.0,11.0,6.0,7.0,5.0,4.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel Torino Borgoña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suc. Abel Michel Torino blanco,0,0,0,0,0,0,0,0,0,0,1.0,27.0,11.0,6.0,9.0,13.0,20.0,11.0,15.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,3.0,0,7.0,0,1.0,8.0,8.0,4.0,4.0,1.0,2.0,0,0,1.0,0,0,0,0,0,3.0,5.0,8.0,2.0,4.0,3.0,7.0,9.0,16.0,4.0,4.0,3.0,2.0,4.0,0,0
Suc. Abel Michel Torino Tinto,0,0,0,0,0,0,0,27.0,31.0,21.0,23.0,60.0,70.0,43.0,53.0,35.0,49.0,42.0,28.0,37.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,23.0,45.0,15.0,7.0,31.0,7.0,28.0,29.0,13.0,3.0,11.0,6.0,8.0,21.0,10.0,13.0,30.0,58.0,85.0,81.0,54.0,45.0,32.0,77.0,64.0,30.0,5.0,10.0,21.0,25.0,31.0,22.0,16.0,11.0,17.0,10.0,9.0,3.0,11.0,12.0,14.0,21.0,31.0,18.0,9.0,12.0,61.0,21.0,10.0,22.0,14.0,12.0,58.0,51.0,18.0,69.0,21.0,33.0,47.0,16.0,1.0,0
Michel Torino seleccion tto,0,0,0,0,0,0,0,42.0,22.0,49.0,45.0,19.0,26.0,28.0,14.0,38.0,40.0,38.0,65.0,56.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,42.0,33.0,54.0,56.0,53.0,76.0,43.0,30.0,35.0,39.0,45.0,27.0,86.0,43.0,49.0,5.0,23.0,37.0,46.0,33.0,19.0,14.0,18.0,21.0,54.0,27.0,10.0,23.0,30.0,27.0,54.0,19.0,9.0,20.0,32.0,19.0,19.0,29.0,6.0,14.0,23.0,24.0,24.0,25.0,22.0,23.0,17.0,18.0,32.0,38.0,27.0,13.0,16.0,22.0,26.0,14.0,24.0,14.0,44.0,166.0,10.0,0
Benjamin coleccion tardia dulce natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,5.0,1.0,0,0,1.0,0,1.0,1.0,0,0,0,0,3.0,0,2.0,0,0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9.0,10.0,4.0,5.0,3.0,0
Mistela sanjuanino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,2.0,0,2.0,0,1.0,0,1.0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,0,0,2.0,3.0,0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portillo,0,0,0,0,0,0,0,6.0,2.0,4.0,0,3.0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neo Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norton Tinto,0,0,0,0,0,0,0,5.0,3.0,1.0,3.0,3.0,3.0,0,1.0,5.0,0,0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,0,4.0,2.0,0,1.0,5.0,0,5.0,1.0,3.0,1.0,0,3.0,3.0,0,0,0,2.0,3.0,5.0,0,0,0,0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viñas de Caroya frambua amabile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,4.0,25.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,6.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parnaso bco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parnaso tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parrales Chilecito tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parrales Chilecito bco,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pequeña Vasija,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puente sur bco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puente sur tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
